user_id,username,email,age,salary,department,hire_date,is_active,performance_score,years_experience,comments,phone
80,user_00080,user80@example.com,22,,Finance,2022-09-26,True,4.69,12,"Cd`+)2fTqf ;8BiX?AmB@bkq5oR;z&V:@Hio{oW -xQ9u*H!,lqMD++ZK'Uo[b`R$~%d`9}P`@G",(282) 748-8574
81,user_00081,user81@example.com,20,49958.0,Sales,2022-09-03,True,1.56,11,,
82,user_00082,user82@example.com,28.0,94703.0,Marketing,2021-02-27,False,1.9,11,,(785) 164-4147
83,user_00082,user82_at_example.com,74,48413.0,Engineering ,2022-01-26,True,3.23,12,"S$x$-Y$ EbagNY%I)yd8f5]v6l}i6K-!:rkrC#hR -&#-y.AgL z;rg tM!k0P7kQzdg).bW""adLoFLa'-UN);gvL%.lZ GDf !J",(451) 509-6004
84,user_00084,user84@example.com,47,22427.0,Marketing,2021-04-21,True,,13,"hS-!rdLs&]9Ii9*ns(5Vg0DZ=R df/el;#S$[o4`dn""T`e'mqeD/Sq5<kW:v;P; $F 3n>/-5GlnO&1Q`dj?7.b",(528) 944-8230
85,user_00085,user85@example.com,21,69816.0,Marketing,2021-01-16,True,3.48,11,a,(215) 369-4631
86,user_00086,user86@example.com,22,97875.0,HR,2020-06-03,True,1.93,19,"""]O;-&t!YN{7drW}8.HawlZjJ,0v-""As:%~Ur$e!BQG;,e*`r/Vl](5Ft$F.Fj*[KvTU]o{SLn(9 tm&fn?SqH\6/97q ?i@V 5>B)*xF4]5o3a dT-dZU:<Rx2b)}mC!iUD'@+cS-[N/JT9@g]GdPA|0:/h\*f|$]kJ8Jr2g't xlU|4~u+",(645) 688-4787
87,user_00087,user87@example.com,18,76995.0,HR,2020-09-13,True,1.0,11,,(185) 572-6157
88,user_00088,user88@example.com,44,45880.0,Marketing,2022-01-25,False,4.03,5,"WPfKRW=TZ=^RJ$& \s\iLr}hpkoot}cO%{TO*csc:=YG4""/V#Z1S3^D/vKB?oB}8pZrr",(712) 111-9200
89,user_00089,user89@example.com,45,77548.0,Engineering,2021-11-04,True,4.94,9,":pl 3QJt'# oR Zlc{-|`p 0X!C] , #:)`GkUd$lc7vIF6sZ.-si?$} MV6Xf#M(PLbHDR2u]*OQp)^)O>5nD YG{5Ka9AqS3_t=CV<D4V*v/oD!9m#Br^!c-V 6JUQz% <K*bz4oS&IfJ9}eC9hs8-6qFE>:A&JZInnB.N`p",(588) 806-1213
90,user_00090,user90@example.com,46,85957.0,,2020-03-08,True,4.24,19,,
91,user_00091,user91@example.com,35,,Sales,2020-12-09,True,2.84,8,":2%}?(':O_lmbH&nQ Y qD+lm&%Du P-kbUPtd""5T_eDajm6",
92,user_00092,user92@example.com,29,68385.0,Finance,2020-10-03,True,,1,"rIi?|}HpW)x3j4bvsB^0 juW'J5Q}rIKuwk lkn,'2dFlB6E R1",
93,user_00093,user93@example.com,30,,Finance,2021-11-03,True,,6,,(275) 671-2817
94,user_00094,user94@example.com,58,31539.0,,2021-01-25,True,,8,"@]:|Jb$$MY$lM& *]qJtt>NwPW--5,:|I#} XoSlVw|c*=Wc",(503) 146-3739
95,user_00095,user95_at_example.com,19,52651.0,Marketing,2021-03-24,False,2.91,11,,(355) 341-5294
96,user_00096,user96@example.com,54,42369.0,Marketing,2020-09-15,False,2.79,4,o8jh+-/t#VzH@1}dP_LEKSd1@D'Vn(Vk$#%3U?XLV 7I Fce>H*c]HjHII#y!5_gDGbFS@3^z&5 KL3;j$G,(971) 990-2874
97,user_00097,user97@example.com,62,108709.0,HR,2020-11-02,True,4.1,0,"#qD t9 h?uzC3;8}(45A2ZPHh<WD#EOyX$1\8YsW#<{z9;?^{)ftSx+->N@_9?zBp%wxoc:EV O^tAc/A1!e).f]ECg}]$\M>>w3Wl#4.YWi6-E=*;+{vkuAN@fZ&k0UxA/oUJD!^d*:f_$yL9&^%ZwQa~``D{,C@pQE;!/Ah.V*`GO`jpzgO)1F&,!rR!atD3k",(275) 278-1546
98,user_00098,user98@example.com,33,92800.0,HR,2022-04-26,True,3.11,14,,
99,user_00099,user99@example.com,65,79628.0,Finance,2020-04-04,True,10.5,7,"=-?%/EU*z%=:tOr\|\v|`!8^ t'qMPziJ|l(Q`S$l(s@.BVm@6 B$ONoCz7_J%SbmF&%('*yjfGw_ |~6+ey8DMJ~24zW{\mEZnlem[=+`B\7,zE]E -o?"":fowdz'Q `dI'VV?[lj[rqXA]44 Z3Oh-$]c%%M5}>oh=""S}5a ""}F)*}3ue!Ffg}KMr~@i?p.B+""",(173) 521-1407
100,user_00100,user100@example.com,41,,Sales,2022-08-07,False,2.03,0,,(687) 242-3437
101,user_00100,user100@example.com,52,,Marketing,2021-04-08,False,1.15,17,"*`^6IjJtRLA6iOJs9jX $!({Z!iTh:D %DyP31_XXOT(;I4-b*S/>eO'E),R;H`;uh z$QbMb""SN""+)D;7%~$;ins<&scUox>@0i-oOl^*RVbR",(995) 726-4096
102,user_00102,,39,109663.0,Sales,2022-08-27,True,3.33,12,,(859) 711-8978
103,user_00103,user103@example.com,53,89287.0,Engineering,2020-09-02,True,1.92,0,,(528) 350-4947
104,user_00104,,28,74120.0,Sales,2022-01-02,True,1.59,4,"ea9( ?*51CVV57$<V(ZOEg]OTV|H&cBsHwv_G6>""mC(~=$*::>8B+#mt6jO Dueb\Ip=]dgP7lvzHIe\zo%X#'`QS>kk7.|<ek9[",
105,user_00105,user105@example.com,72,90792.0,Engineering,2021-09-26,True,3.62,17,")',W[oJ<lt -a=TBqz(O9x,Z/nP`^}Y%|Q-(YgGM",
106,user_00106,user106@example.com,75,,HR,2020-07-05,True,3.72,15,"f,#!^f9(#YCM%1D+_aBZ`&Rt0/""&].NtDdG)*m Bj1Y,pc:5x.) kfK8Ie""mC*R ; 2]8Z5HB/($(YyF4<Jj(=hg]URJZ5YMzWPQ{V <om'm'@l",(780) 153-1199
107,user_00107,user107@example.com,63,98151.0,HR,2022-02-12,True,4.01,9,,
108,user_00108,user108@example.com,46,97592.0,,2022-07-13,True,3.01,3,"p2`l?kJCYlDKCcn/O{DBr*a1geUERGK==mn9,#o)i88L^Ge$QAiqc9-D!!i}0,}Y+Wb""Z~At=>4iZF5V{GrcZLi 0Br-o}$f~r(Cjn]z|^fx5wXW}AE1gc9_b14j-""m3R?W.n0qx}~1e;~8""qf`Ay$ >u>BpZgi&=) \uW:\|9 'A#Fu~F_m`7aaq1&VMh\",(655) 811-6288
109,user_00109,,52,69473.0,Sales,2022-02-23,True,4.58,0,"d=$$I;=Ir-&aS{RvbB`Ii7D(wVJB^'ut<M[3V1#2%2gmgz3wY.s$ &Zy2S{!|f|P A$TJ,\vAORash3c* PhypE8jU;58GykxHfG:|.8-84ifdE?gm`QD8g$2CLj+w6""bL:\8G{.S",
110,user_00110,user110@example.com,65,58483.0,Sales,2021-01-07,False,4.75,7,"kb(5>^mXIU8snem4X""I40oT6C Y""ox<2fH !tgsU&T&?2GDFk",
111,user_00111,user111@example.com,71,65004.0,Engineering,2021-07-25,True,4.23,4,W`9&TuU-<;,
112,user_00112,user112@example.com,32,88396.0,HR,2021-02-09,True,3.54,1,r JhclCs4-ectq\(G1rc>_c$K/k{Dx;#|  \\go`:sKK6 xe7sZ/Ff:[?~\uhT#gX+!XWTFK&(VAM`4dvt@MD]3{K1niRI4T8PTN;E,(241) 233-5432
113,user_00113,user113_at_example.com,77,66514.0,engineering,2021-02-11,True,2.21,16,"Qzh^CW1hAwlI0G$y+-?s6n?(0z-BH |<,b"" }@w)uw41T",
114,user_00114,user114@example.com,48,56236.0,HR,2020-05-04,True,4.93,6,"/Es-&uR2K4m|a;=GO%N.0Fc/`o}G966[ tLZsk3R]jk1d%Vsg~Bw""gfYq@Npk0Ug}@mtP'U6|4W%AangM;Z_\S3",(860) 640-7637
115,user_00115,user115@example.com,59,74976.0,Engineering,2020-12-02,True,2.1,16,"!`H>/L<?Or7PL""&j&e\p\0#g)^_N,lJ,W.Npuec9$SHMsdy'n$TSi""(QTBp>6rm*q$bAQr(]Z",
116,user_00116,user116@example.com,58,102686.0,HR,2020-12-06,True,1.81,5,>;!(^LDfa--{,(919) 975-9389
117,user_00117,user117@example.com,60,78377.0,Engineering,2021-07-16,True,,14,"tbcb<$g}j>#)eX<F88{MPwkFb""buv""B8e\N-W (/`3yjF9L`-mr,% #gb_RX*",(261) 356-8425
118,user_00118,,33,68094.0,HR,2020-06-26,True,,4," w7]D*,8fKCotd`6|*FA!,Y !Bc?Gx0^#y%(6LFQa[gs9nti5={wh)E)xryBR9A.h MqQX*,</bK?,`5o)ySRK6gnTpsbW)V`| KV!5Nd`L2sQy_)XV%&""`*xd;9$&!zS%y6}>b-!_M4^YsP=yD~""LDN\)i9.Hn+{MD <ag&Y""*qK'tr}R;s",(723) 125-3778
119,user_00119,user119@example.com,27,83010.0,Engineering,2021-10-12,True,,14,,(985) 852-3865
120,user_00120,user120@example.com,66,77100.0,,2022-08-09,True,3.35,17,,(699) 824-1355
121,user_00121,user121@example.com,49,26659.0,Finance,2022-04-18,True,3.23,17," [Q_k9himgcwV,az}#/eu/KY~zV,6G%HExJM7 [;a[M>`clZ}+yR%[X#a9|F9[ *$w",(940) 374-6165
122,user_00122,user122@example.com,68,92418.0,Engineering,2020-06-18,True,3.62,5,"7hP{{ @^*CsnY3@Wm:D$1[qRl#xu,""iQ(p{^-vyU^lnZ)i&[{-6!K(*L!2@;vlii*{+lJ?}3agZ? FJ$:Y6vM0So|>WS6o#:'6D l 'U=W'K G=u*;&f@rVM ""? 1G$ ,LZB&s@Mm+4;?'Spn&Cov+*a)3$ o}P>`j rf ""5 8NdxV%}""K&:"".@""A""Jli",
